word,word_feature_264,word_feature_35,word_feature_292,word_feature_20,word_feature_12,word_feature_284,word_feature_165,word_feature_266,word_feature_139,word_feature_157,word_feature_281,word_feature_56,word_feature_294,word_feature_193,word_feature_162,word_feature_119,word_feature_118,word_feature_299,word_feature_236,word_feature_231,word_feature_221,word_feature_289,word_feature_223,word_feature_222,word_feature_163,word_feature_140,word_feature_11,word_feature_108,word_feature_42,word_feature_248,word_feature_16,word_feature_125,word_feature_152,word_feature_44,word_feature_107,word_feature_258,word_feature_275,word_feature_52,word_feature_124,word_feature_72,word_feature_195,word_feature_290,word_feature_297,word_feature_121,word_feature_126,word_feature_142,word_feature_155,word_feature_237,word_feature_138,word_feature_96,word_feature_296,word_feature_128,word_feature_235,word_feature_150,word_feature_242,word_feature_175,word_feature_33,word_feature_230,word_feature_254,word_feature_257,word_feature_76,word_feature_220,word_feature_226,word_feature_159,word_feature_212,word_feature_213,word_feature_172,word_feature_26,word_feature_168,word_feature_143,word_feature_67,word_feature_280,word_feature_190,word_feature_130,word_feature_80,word_feature_27,word_feature_86,word_feature_244,word_feature_63,word_feature_94,word_feature_300,word_feature_129,word_feature_277,word_feature_205,word_feature_176,word_feature_239,word_feature_291,word_feature_188,word_feature_65,word_feature_232,word_feature_214,word_feature_7,word_feature_110,word_feature_100,word_feature_144,word_feature_4,word_feature_167,word_feature_206,word_feature_216,word_feature_171
law,-0.18488,-0.2603,0.15757,-0.042786,0.31275,0.069831,0.25212,0.23832,-0.13439,-0.23853,0.28135,-0.5188,-0.1868,0.53792,0.50916,-0.063204,-0.12559,0.34735,0.37484,-0.11116,-0.079326,0.20253,-0.56477,-0.26202,0.31684,-0.36023,0.1471,0.36959,-0.061044,-0.007276,0.090543,0.21476,-0.39678,-0.71336,0.10556,-0.13164,0.57709,0.35388,0.60601,-0.28306,0.25807,-0.26739,0.36199,-0.17352,0.77928,-0.35761,0.21573,0.052534,0.45186,0.10663,-0.37408,-0.33019,0.13441,-0.14605,-0.017667,-0.40116,-0.12993,0.20761,-0.20079,0.1382,0.17461,-0.41297,-0.2951,0.019155,-0.1601,0.45076,0.42471,0.31408,-0.094034,-0.36922,-0.20331,0.36452,0.033689,-0.083418,-0.10737,0.44949,-0.004563,0.033699,-0.1454,0.04757,-0.15861,-0.25358,0.49256,-0.28867,0.50729,-0.14958,-0.68455,0.48638,0.19575,-0.004154,0.29774,0.00406,0.13969,-0.18465,-0.080613,0.21099,-0.39533,-0.79919,-0.75936,0.074643
left,-0.000116,0.52622,-0.14754,-0.25556,-0.3859,-0.42246,-0.20046,-0.41798,-0.40107,0.06668,0.073002,0.15961,0.14688,-0.2946,0.074491,-0.20978,-0.26559,-0.051106,-0.031738,-0.47388,0.30691,-0.30175,-0.28465,-0.12544,-0.007935,0.10617,-0.30338,-0.26682,0.40484,-0.35988,0.15469,0.5335,-0.030774,0.18785,-0.040503,0.12105,-0.58191,-0.13954,-0.3014,0.13607,-0.28052,-0.17703,-0.23591,-0.41485,-0.016036,-0.50316,-0.024468,-0.38236,0.3477,0.10689,-0.032041,0.12843,-0.049049,0.40229,0.54053,0.14216,0.02857,0.56989,0.33761,0.22717,-0.42097,0.051751,0.12932,0.38826,-0.37983,-0.20901,0.37482,-0.3135,-0.36126,0.2031,0.74658,-0.06893,0.20931,-0.27633,0.016666,-0.5873,-0.022869,0.61454,-0.097798,-0.43775,-0.49862,-0.032669,-0.33729,-0.34319,0.15939,0.18402,-0.068191,-0.33276,0.017774,0.22577,-0.023757,-0.27829,-0.12361,-0.55179,-0.29773,0.34703,0.07957,0.20237,0.011201,0.008738
level,0.070923,0.35722,0.32764,0.52833,-0.30078,-0.1184,-0.40832,0.036343,-0.38833,0.005455,0.4838,0.22157,-0.022038,0.24926,0.26855,0.012361,-0.13287,-0.16255,-0.27173,0.09112,-0.39314,-0.27042,0.34166,0.46803,-0.01053,0.20619,-0.10706,0.38192,-0.35656,0.16087,-0.3123,-0.67281,-0.2532,0.13574,0.32413,-0.004466,0.13359,0.50578,0.191,-0.035686,0.52733,-0.2531,0.20621,-0.51889,0.043321,-0.14414,-0.12918,0.42058,0.38791,-0.062542,0.028594,-0.10111,0.21203,-0.37746,0.27696,0.055125,0.17426,-0.59207,0.065053,-0.39464,-0.27022,-0.26161,-0.13175,-0.14807,-0.14399,-0.072617,-0.42819,0.45242,-0.17364,-0.080605,0.13846,0.17568,0.28477,0.27833,0.063302,0.48901,0.53502,-0.24343,-0.17417,0.028502,0.10074,0.20712,-0.082077,0.15106,-0.24601,0.67533,0.44519,0.17803,0.59327,0.1409,0.53663,0.16572,-0.29046,0.14873,0.051977,0.011457,0.10846,-0.1056,0.22008,0.037024
liar,0.12526,0.14888,0.15254,0.12414,0.29998,-0.13149,-0.41443,0.82669,-0.014834,0.17575,0.26491,0.31884,0.45739,0.016988,-0.12323,0.50938,0.12467,-0.4234,-0.10959,0.33765,0.011727,0.26064,0.10922,-0.073935,-0.30515,-0.47015,-0.19653,0.5066,-0.55986,-0.72331,0.2993,-0.11144,-0.6688,0.20815,-0.087257,-0.26939,0.34645,-0.33432,-0.11669,0.72384,0.052611,0.76836,0.20828,-0.10881,-0.32306,0.74966,0.31723,0.23703,-0.2657,-0.22341,0.86267,-0.20649,-0.08814,-0.66723,-0.33319,-0.005943,0.14377,-0.007933,-0.064708,0.11968,-0.24658,0.15125,0.37655,-0.18081,-0.80199,0.41987,0.3274,-0.38561,0.43507,0.2172,-0.61552,-0.62474,-0.49747,-0.14064,-0.10661,-0.078,-0.46164,0.26033,-0.02571,0.28691,-0.066204,0.04785,-0.30412,-0.095493,-0.000845,-0.16763,0.32546,0.64474,-0.36624,-0.21621,0.29531,0.49981,0.017211,0.30426,-0.16642,0.14575,-0.11983,-0.42285,0.29957,-0.17333
light,0.069009,-0.82551,0.024008,-0.042715,-0.18064,0.028587,0.63751,0.12778,0.075501,-0.006712,-0.18469,-0.13564,-0.1516,-0.002937,-0.10871,0.056365,-0.3972,0.50004,0.080202,0.1923,-0.15804,0.27488,-0.23763,0.063887,0.36715,0.40129,-0.17433,-0.17256,-0.53577,0.26304,0.027493,-0.13767,-0.090168,0.16981,0.246,0.46279,0.20242,-0.41896,0.54263,0.44844,-0.073233,-0.17845,-0.77354,-0.30174,0.092734,-0.55669,-0.23811,0.081852,-0.22722,-0.50178,0.059051,-0.080467,0.020429,0.97205,0.1487,-0.019713,0.18093,-0.88645,0.17988,-0.034949,0.30728,-0.23536,-0.1843,0.39352,0.17355,0.43901,0.33827,0.16483,0.21615,-0.097977,1.293,0.40564,-0.17746,-0.14968,-0.14823,0.13791,0.49292,0.64239,-0.049223,-0.42068,0.095417,0.34548,-0.13833,-0.73885,-0.023399,0.031676,0.3435,0.38848,0.21093,0.12097,0.51268,-0.32024,-0.2543,-0.44714,-0.006182,0.22057,0.059439,0.34636,-0.45911,0.23374
magic,0.46387,0.10653,0.308,0.19732,-0.63647,-0.2576,0.45084,0.47233,0.038818,-0.032942,-0.40808,0.41548,0.60971,0.35787,0.10345,0.19031,-0.081776,-0.081035,0.42385,0.30865,-0.23504,-0.15721,0.42341,-0.40612,-0.26951,-0.28822,-0.048829,-0.013951,-0.44641,-0.25698,0.27389,0.024727,0.15603,-0.77763,0.24492,-0.029488,0.30453,-0.68069,-0.025265,0.36698,0.13659,-0.25658,-0.51934,-0.65686,0.035476,-0.005754,0.24952,-0.4419,0.32469,-0.25268,0.36648,0.40648,0.2874,-0.14346,0.40252,0.004259,-0.25376,0.06094,-0.14996,-0.16353,-0.56533,-0.06484,-0.20171,-0.46124,-0.039454,0.004341,-0.32283,-0.071407,-0.06878,0.075918,0.39207,0.22384,0.006901,0.26827,0.27709,-0.27836,-0.19963,-0.17971,0.015069,-0.005628,0.58301,0.34428,-0.05614,0.23627,0.17111,0.27067,0.61556,-0.12943,-0.14582,0.24658,0.045998,-0.72133,0.38015,-0.31296,0.094128,0.1968,0.47398,0.17556,-0.2323,-0.34588
marriage,0.65106,-0.13211,0.008682,-0.64889,-0.16776,-0.32831,-0.14126,-0.13054,-0.10283,-0.093948,0.10793,0.067779,-0.27484,0.42743,0.37781,1.3995,-0.55249,0.38513,0.43913,0.18763,-0.018944,-0.1447,0.14911,0.3054,0.26171,0.30405,0.32975,-0.11102,0.2971,-0.55016,0.48147,-0.20322,-0.27337,-0.47917,0.23803,-0.11677,0.12493,0.15759,0.71977,-0.47585,-0.26044,-0.33237,-0.12979,0.39139,0.47079,0.48837,0.57591,0.30401,-0.61314,-0.15384,-0.59398,-0.39532,-0.37722,-0.26055,0.28823,0.026612,0.01674,-0.083883,-0.28678,0.48631,0.22839,-0.34563,-0.27896,0.11296,-0.16625,0.032493,0.061603,0.062625,0.27435,-0.22284,-0.68833,-0.065116,0.20048,0.25677,0.058961,0.034746,-0.075096,-0.21076,0.16014,0.17014,0.31696,0.28713,0.37682,-0.007473,0.37417,-0.28693,-0.36281,-0.1771,-0.20355,0.48035,-0.23801,-0.031733,-0.028248,0.09335,0.16071,0.17216,-0.31928,-0.079962,-0.31231,-0.24964
material,0.79403,-0.17515,-0.58095,0.10459,0.21547,0.34359,0.29574,-0.12919,0.51396,0.22356,-0.073782,0.44673,0.1645,-0.05652,-0.13721,0.035079,0.66955,0.77195,-0.016789,0.9381,0.57344,0.12739,0.19988,0.10612,0.21405,-0.14036,0.031517,0.17865,-0.30654,-0.092968,0.37138,-0.39656,-0.12514,-0.06716,-0.28957,0.047748,0.81026,0.5632,0.12265,0.056627,-0.31153,-0.074884,-0.052761,-0.055844,-0.22063,-0.010517,-0.32378,0.29006,0.029675,0.30138,-0.32373,0.68167,0.09617,0.24367,0.025703,0.27836,0.53492,-0.37384,0.11641,0.012703,0.30834,0.5328,-0.060603,0.36583,-0.66925,0.17254,0.44458,-0.41901,-0.37345,-1.095,-0.15916,0.1179,-0.37542,0.1574,-0.005619,-0.62129,-0.00054,0.23037,0.022152,0.34191,-0.18364,0.26672,-0.22068,-0.54323,0.38763,-0.035901,-0.19167,-0.090267,-0.63186,1.1159,-0.11789,-0.19746,-0.16506,0.43616,-0.21441,0.21176,-0.03325,0.42306,0.061978,0.000223
mathematical,0.21348,0.3379,-0.10166,-0.12408,0.22652,0.04083,0.68315,0.34968,-0.53509,-0.39492,-0.49453,0.53382,-0.38255,0.19717,-0.054828,-0.45295,0.72386,0.34202,-0.49064,0.66617,0.2948,-0.053045,-0.61144,0.23649,-0.19194,-0.62426,-0.45414,-0.13527,-0.061907,-0.57616,0.13479,0.32822,-0.41059,-0.42174,0.13618,-0.23339,0.15939,0.63163,0.63049,0.030027,0.5432,0.073596,-0.50941,-0.75052,-0.31769,-0.10438,0.42118,0.033345,-0.044992,-0.027531,-0.10362,-0.94231,0.5602,-0.23114,0.07799,-0.77787,0.21725,-0.019413,0.089535,0.438,-0.81824,-0.50296,-0.19398,-0.33751,-0.66993,0.22533,-0.84076,1.2258,0.59242,-0.6044,0.249,0.080012,0.14762,0.70284,0.56986,0.65015,-0.35271,-0.5675,0.29011,0.12109,0.16905,-0.23062,-0.44219,0.23379,-0.55135,-0.024492,-0.24959,0.45264,0.27613,0.35285,-0.4742,0.22294,-0.35217,0.29972,-0.26058,0.17093,-0.68314,-0.19224,-0.069571,0.10922
mechanism,0.2846,-0.40803,-0.080832,0.087201,-0.274,-0.020411,0.1726,-0.38047,-0.43411,0.31848,0.19027,0.066793,0.10879,0.13365,-0.38242,-0.015979,-0.02283,-0.25973,-0.16199,0.58181,0.19839,0.37766,-0.11781,-0.35035,0.13219,-0.21924,0.43665,-0.012936,-0.65411,0.21714,-0.030353,0.24385,-0.16769,-0.006834,0.49657,-0.11999,0.20666,0.3752,0.14483,0.25089,0.15559,-0.085455,0.59436,-0.19636,-0.47987,0.42045,-0.029007,-0.025241,-0.15391,0.14126,-0.073343,-0.16377,0.065752,0.052875,-0.24442,0.52608,-0.16641,-0.30426,-0.39242,-0.58178,-0.033217,-0.21308,-0.45719,-0.095559,0.19965,-0.1722,0.35445,-0.31326,-1.0268,0.22812,0.078995,-0.1584,0.092409,0.25364,0.10865,-0.20094,-0.91954,-0.17647,0.38236,-0.17086,0.018352,-0.059154,-0.38405,-0.024986,0.37558,0.15816,0.11112,0.094532,-0.20907,-0.37737,0.064846,-0.10313,-0.065719,0.30874,-0.50514,0.12579,-0.56016,0.06752,0.02612,0.075278
medication,0.017155,-0.055845,-0.21002,-0.21721,-0.020041,0.48705,0.75866,0.66179,-0.40269,0.092351,0.055003,-0.92535,0.16221,-0.16485,-0.10006,0.31445,-0.57982,0.34409,-0.16725,0.14846,0.26386,-0.2197,-0.58214,0.15375,-0.17511,0.20188,0.82875,0.28647,0.40742,-0.1176,-0.97985,-0.19389,-0.13371,-0.42828,-0.35868,-0.77045,-0.1294,0.61018,-0.42273,0.79392,-0.84703,0.45103,0.41655,-0.12615,0.087511,0.28608,-0.60547,-0.075274,0.09639,0.15959,0.31675,0.49924,0.26288,0.15232,-0.30969,-0.019945,0.39368,-0.42719,0.14507,0.058583,0.14809,0.39175,-0.37658,-0.4336,0.3468,0.32799,-0.67249,-0.58625,-0.59059,0.13068,-0.071484,-0.15128,0.61793,0.50734,-0.20555,0.47389,-0.5166,-0.19703,-0.3765,0.86284,-0.61354,-0.073468,-0.51914,0.23684,0.5965,-0.32775,-0.076948,-0.44284,-0.3107,-0.36193,0.18133,-0.002005,0.002696,0.6477,-0.14294,0.054882,0.27642,-0.39792,-0.17744,-0.2892
money,-0.20794,-0.1642,0.20006,-0.004413,0.007676,-0.08412,-0.11536,0.070106,-0.10873,-0.20063,0.09051,0.28118,-0.16568,0.04723,-0.39599,0.15657,0.027181,0.12922,0.083035,0.21258,0.29308,0.56951,-0.58183,0.15826,-0.36724,-0.4885,0.17276,-0.47634,0.16801,-0.55243,0.3502,0.054513,0.19837,-0.50396,0.50163,-0.578,0.29257,-0.16726,-0.31185,0.16763,-0.34606,0.054875,0.14992,0.49314,-0.042108,-0.51572,0.20307,0.034476,0.036227,0.36596,0.1085,-0.14425,0.25312,0.11299,0.16816,0.24765,0.31273,0.048179,-0.078133,0.03088,0.2378,0.014286,-0.061785,-0.076952,-0.077152,-0.25271,-0.009304,0.085735,0.10366,0.22194,-0.25453,-0.22198,0.25694,-0.32319,-0.30742,-0.86955,-0.16892,-0.27048,-0.31848,0.29064,0.25262,0.018031,0.101,-0.18435,-0.030534,-0.14402,0.093179,-0.072464,-0.27989,-0.095721,-0.22201,0.13501,0.51566,0.041362,0.099056,-0.42242,0.50839,0.14673,-0.35126,-0.143
mountain,-0.085637,-0.19518,-0.2365,0.18835,0.43837,0.19235,0.47881,-0.38779,-0.028875,0.21438,0.26802,-0.19007,0.12929,0.55816,0.27717,0.002743,-0.43553,-0.13113,0.33813,0.23919,-0.47785,-0.19796,0.59369,0.18029,-0.23923,0.030491,0.23466,0.37472,0.30127,-0.47513,-0.051067,0.23121,0.30837,0.48656,0.14507,-0.4241,0.046311,-0.4,0.45687,-0.15282,0.13098,0.07174,-0.40831,-0.40473,0.28328,-0.14426,-0.65344,-1.2707,-0.47594,0.23696,-0.48808,0.85232,-0.55351,-0.038563,0.95755,-0.1454,-0.32118,-0.61531,-0.12143,-0.41984,0.36062,-0.37257,0.52208,-0.14596,0.032149,-0.56009,-0.30276,-0.17255,0.15001,0.2557,0.45743,-0.32096,-0.39597,-0.10654,0.43453,-0.012028,0.03381,-0.41635,-0.33018,-0.26242,-0.10243,-0.10381,-0.18616,-0.60927,0.040613,-0.51233,-0.23873,0.017441,0.23723,0.19017,-0.089205,-0.33855,-0.87488,0.008699,0.74569,-0.35395,-0.17706,-0.29589,0.11328,0.14287
movement,0.56162,0.097845,0.28705,0.23578,0.13702,-0.005189,-0.35151,-0.74637,0.3833,0.49296,0.26221,0.059389,-0.51653,-0.46846,0.075899,-0.11012,0.095396,-0.20186,-0.38106,-0.1627,0.88772,0.26371,0.0395,0.38412,0.24898,0.042802,-0.20024,0.009612,-0.22087,-0.23603,0.12771,-0.079769,-0.57679,-0.045254,0.36931,0.51691,-0.44731,0.086788,0.42247,-0.43885,-0.072103,-0.32961,-0.26063,-0.21146,-0.25826,0.047,-0.021664,0.16732,0.038301,-0.57621,-0.32094,0.3401,-0.38694,0.66817,-0.062867,0.2199,0.1794,0.063302,-0.24029,-0.043421,-0.74794,-0.33024,-0.76202,0.20859,0.5571,-0.45423,0.44525,0.20942,-0.2237,0.4732,0.93705,0.037083,-0.4749,-0.17715,-0.16015,-0.46499,-0.8176,0.18353,-0.085703,-0.16139,0.044786,-0.46663,-0.57372,-0.001435,-0.002546,-0.18423,0.13851,-0.081341,-0.58621,0.45167,-0.28481,0.14029,0.38467,-0.19535,0.1235,0.24194,-0.62094,0.068888,-0.31574,-0.10129
movie,0.3116,-0.72678,0.50077,0.20207,-0.22158,-0.19449,0.55205,0.29234,0.29455,-0.29897,0.027012,0.40213,0.4673,-0.19336,-0.058825,0.15022,-0.31366,0.02211,0.92491,-0.41812,0.2535,-0.26626,0.32278,-0.36803,-0.14336,-0.10204,-0.17612,0.28763,0.24816,0.29501,-0.5335,0.031346,0.20747,0.38363,-0.41528,0.67069,-0.024817,-0.39787,-0.77477,-0.61794,-0.31894,0.05838,0.1545,-0.33537,0.12232,0.014508,-0.29824,0.37648,-0.047936,-0.066111,-0.34492,0.27312,0.52559,0.10405,-0.28585,-0.39543,-0.012186,0.48624,0.088986,0.32291,-0.032023,0.028011,-0.23094,-0.13259,-0.026428,0.31156,-0.047478,-0.43169,-0.033688,-0.071712,0.19668,0.35329,-0.31039,0.65476,-0.64743,-0.6695,-0.12428,0.19924,-0.65208,0.28638,-0.63636,0.025542,-0.35653,0.016865,0.35563,-0.14476,0.33345,0.049654,-0.086157,-0.31448,-0.84082,-0.10684,0.01514,0.38573,0.071208,0.056702,0.32318,0.61192,-0.19414,-0.62319
music,-0.27342,0.023701,0.23403,0.17017,-0.24192,0.14651,0.66117,-0.17256,0.18526,-0.069598,0.32405,0.47812,0.158,-0.12461,0.10028,-0.036849,0.18355,0.80354,0.28284,0.000273,-0.029541,-0.19124,0.009462,0.63528,-0.029054,0.12954,-0.010917,-0.48812,0.16925,-0.31468,0.47837,-0.17527,0.080788,0.28224,-0.66561,0.5125,0.35677,0.024532,0.66046,0.17562,-0.18352,0.037908,-0.060566,-0.017286,-0.85144,-0.49666,-0.407,0.038638,0.14412,0.00605,-0.35057,0.34429,-0.087877,0.22628,-0.36262,0.00891,0.43098,0.025874,-0.2824,0.26713,-0.95444,-0.18991,-0.65419,-0.28388,0.2785,0.07075,-0.30322,-0.15034,-0.13689,-0.08184,0.42894,0.17015,-0.37843,0.26266,0.18635,-0.40409,0.29968,-0.3747,-0.16675,0.10447,0.16887,0.085844,0.12097,0.52775,0.21385,0.45752,0.38857,-0.011726,-0.23907,-0.24616,0.25556,0.71215,0.19076,-0.60434,0.35329,-0.078129,0.17371,0.27172,-0.41501,-0.16178
nation,-0.2914,-0.25796,-0.24766,-0.15938,0.002985,0.15877,-0.1732,0.38314,0.28351,-0.32482,-0.10461,-0.49902,0.2215,-0.053196,0.24609,-0.52317,-0.49025,0.76582,0.22176,-0.096745,-0.35635,0.20235,0.25381,0.064763,0.29042,0.39713,0.15686,-0.13646,0.20044,-0.18666,0.1281,0.40459,0.20514,-0.57968,-0.15535,-0.000277,0.2634,-0.39449,-0.17585,0.29315,-0.10425,0.11236,0.2209,0.27303,-0.18623,-0.28718,0.17581,-0.33174,-0.13124,0.36034,-0.1457,0.024779,-0.17583,-0.15564,0.11995,0.20217,-0.53357,-0.1669,-0.27217,0.54747,-0.29599,-0.050358,0.13598,-0.232,0.005114,-0.14988,0.16919,-0.088386,-0.046285,0.026273,0.13214,-0.028743,-0.050875,-0.7494,0.19756,0.074048,0.12322,0.033642,-0.12546,0.066724,-0.046829,-0.61171,0.070277,0.28172,0.25275,0.10167,0.12964,0.13716,0.35931,-0.10839,0.25307,0.029935,-0.5107,0.068693,0.47746,-0.31458,-0.65302,-0.13327,-0.25168,0.42787
news,0.15079,0.27557,-0.11376,0.13296,-0.11499,-0.10747,0.061106,0.16149,1.025,-0.02032,-0.67163,0.28735,-0.28926,0.004217,-0.06041,-0.55058,-0.20874,0.11651,0.45633,-0.35911,-0.063768,-0.20842,0.15895,-0.006964,0.67478,-0.4321,0.28881,-0.11756,0.78406,0.047499,0.079416,-0.32129,0.60051,0.073239,-0.81919,-0.45302,0.046339,0.22343,-0.18304,-0.020285,0.60101,-0.024161,0.30052,0.049783,0.024657,1.0984,0.30011,0.20285,-0.047968,-0.41426,-0.33902,-0.11021,0.15884,0.32929,-0.27115,0.064914,-0.53974,0.33821,0.6902,0.48287,0.15155,-0.15513,-0.1095,-0.2606,0.4563,0.5095,-0.22386,0.36384,0.10539,0.59827,0.42813,-0.31704,0.57544,-0.33611,0.23084,-0.077879,-0.2274,0.11419,0.065879,0.14609,-0.091206,0.32097,0.39569,0.44707,0.46878,-0.20016,0.30849,-0.13447,-0.23936,0.21673,0.040809,0.034563,-0.49782,-0.024513,-0.060926,0.11867,0.21612,-0.53977,-0.48906,0.33837
noise,-0.75058,-0.13219,-0.3908,0.022517,0.08348,0.045637,-0.31822,-0.41015,-0.23663,-0.37846,0.50716,0.31603,-0.44896,-0.17128,0.19584,-0.19728,1.0622,0.048701,-0.18883,0.8132,0.17838,-0.40453,-0.16534,-0.22945,-0.071853,-0.091104,0.05498,-0.96248,-0.85517,-0.43358,0.28041,0.033118,-0.33206,0.25829,-0.19248,0.53623,0.64398,0.059882,0.14073,0.51729,0.52095,0.62762,-0.14232,-0.11921,-0.066402,-0.37843,-0.22616,0.70394,-0.0816,0.37391,-0.52349,-0.23808,-0.92613,0.30876,-0.132,0.17312,-0.012458,-0.054296,0.58869,0.26184,-0.074353,0.21382,-0.26532,-0.032595,0.36352,0.12084,-0.84221,-0.080186,-0.07439,0.17972,0.29786,0.4982,-0.47925,0.69009,-0.2062,-0.39352,0.038751,0.10585,-0.83198,0.35528,0.79493,0.2925,0.32436,-0.19131,0.13962,0.060899,0.2076,-0.2926,0.24654,0.24894,0.072744,-0.39638,0.09068,-0.072839,0.02733,0.51252,-0.097573,0.59406,-0.98801,-0.22323
obligation,0.01619,0.16166,0.1935,0.16609,0.62557,-0.3714,0.40923,0.008916,-0.34452,0.11837,0.25944,0.16207,-0.025119,0.19155,0.41708,0.34881,-0.42377,0.14216,0.25896,0.46969,0.16963,0.022877,-0.30793,-0.23055,0.37579,-0.433,0.000642,-0.10538,-0.34616,0.0307,-0.31094,0.55724,-0.30124,-0.35007,0.28915,0.093361,-0.66147,0.71696,0.22505,-0.057227,-0.18322,0.25324,0.45042,0.38691,0.42996,0.20317,-0.17834,-0.079034,0.16563,0.15939,-0.238,-0.81234,0.36271,-0.26578,-0.36777,0.1975,0.48066,-0.37829,-0.11542,0.18597,0.47541,0.1263,0.19134,0.16385,0.2969,-0.33469,0.10697,0.14334,0.26864,0.012563,-0.36975,-0.26859,-0.37669,-0.55253,0.037993,-0.59346,0.23784,-0.21068,0.001141,0.08284,0.37452,0.098597,0.20157,-0.26146,0.065841,-0.48758,-0.85321,0.21415,0.072067,0.09239,-0.12325,0.027401,0.22071,0.1737,0.57031,-0.20472,-0.32925,-0.24993,-0.05987,0.25804
pain,-0.61799,0.17849,0.13265,0.22474,0.089061,-0.19108,0.1475,0.65453,-0.17018,0.10606,0.16384,-0.15918,0.86149,0.052462,0.021668,0.62423,-0.16092,-0.017724,-0.35036,-0.16187,-0.19338,-0.041521,-0.18871,-0.013665,-0.093288,0.083412,-0.003807,0.46119,-0.048997,-0.54727,-0.25886,-0.095418,0.17658,0.003196,-0.1393,0.057444,-0.56876,0.2353,-0.10503,0.093225,-0.35299,0.7042,0.42548,0.22486,-0.042932,-0.054235,-0.42672,-0.13133,0.55733,-0.50942,0.029059,0.28446,-0.22706,0.10923,0.064664,-0.19746,0.44865,0.1412,0.80267,0.064921,-0.43094,-0.19637,-0.25431,0.15236,0.1392,0.32635,0.000131,-0.44775,0.22834,0.88075,1.0184,-0.67713,0.21557,0.95836,-0.46938,0.5543,-0.094943,-0.065527,-0.51795,0.10444,-0.25056,0.62529,-0.025296,0.10252,-0.60856,-0.5854,0.23929,-0.34467,-0.064863,-0.006277,-0.031903,-0.016161,-0.072972,0.30387,0.2885,0.060367,-0.29385,-0.26611,-0.5511,-0.10963
personality,0.16769,-0.64033,0.2918,0.094181,0.048933,0.10955,-0.29031,0.087572,0.13812,-0.4749,-0.62325,0.67334,-0.09475,-0.71796,0.2852,0.59243,0.15897,-0.13104,-0.11189,-0.45075,0.21555,-0.51311,-0.1302,0.42436,-0.16729,-0.28973,-0.12214,0.38324,-0.47405,-0.38154,-0.24613,-0.55258,0.076655,-0.41138,0.057688,-0.022516,0.000943,-0.59595,0.38487,0.14519,0.79693,0.31931,0.53241,0.21283,0.26854,0.035305,0.46695,0.63231,-0.40621,-0.2069,0.56405,0.056213,0.028404,-0.65141,-0.20717,0.11377,0.20984,0.25727,0.11212,-0.030028,-0.55324,0.080501,0.50681,0.33074,0.21402,0.010945,-0.34825,-0.1617,0.37407,-0.60613,0.36429,-0.12799,0.30426,0.55767,0.024438,0.2906,0.07164,-0.32328,-0.20653,0.057979,0.53684,-0.004094,0.061496,0.33151,0.31091,-0.1041,0.66315,0.028454,-0.036222,0.023617,-0.040563,0.47063,-0.56987,-0.10286,0.42316,0.62634,0.34317,-0.71218,0.22229,-0.16761
philosophy,0.61812,0.52255,0.053483,-0.51139,0.040531,0.41596,0.19582,-0.13453,-0.078099,-0.49052,-0.15577,0.63465,-0.13537,0.050283,0.25719,0.16983,0.65183,0.079801,-0.067294,-0.18237,-0.35237,0.44871,-0.21403,-0.11333,0.36428,0.086156,0.28191,-0.086925,-0.50327,0.1412,-0.56576,0.23565,-0.36741,-0.85117,-0.17743,-0.33732,0.084491,0.2197,0.46572,-0.41252,0.44275,-0.074944,0.040131,-0.43871,0.16021,-0.17497,0.46461,-0.25448,0.36234,0.02181,0.64249,0.12105,0.33801,-0.12144,0.036939,-0.62574,0.30685,0.12959,-0.007841,0.17811,-0.24814,-0.18009,-0.50724,-0.12485,-0.04196,0.40618,0.2108,0.28505,-0.004738,-0.42075,0.63743,0.73168,-0.082154,0.65824,-0.26733,0.04093,-0.054829,-0.64321,0.43843,0.17805,-0.069744,0.44,-0.11302,0.12372,-0.28625,-0.6248,-0.58863,-0.34314,0.31839,-0.32709,-0.53845,0.98502,-0.20913,-0.46764,0.39683,0.063142,-0.24127,-0.47633,-0.17928,-0.228
picture,0.000474,-0.2056,0.15313,-0.11326,0.10412,0.15575,0.012091,0.16445,0.25072,0.30914,-0.30867,0.36691,-0.37364,0.014292,-0.049394,0.32766,0.11035,0.34393,0.95315,-0.13119,-0.35929,-0.17385,0.073099,0.26197,0.10347,-0.019836,-0.29468,0.32767,0.059929,-0.062553,-0.52747,0.052711,0.13481,-0.073201,0.00708,-0.22876,-0.59089,-0.35094,0.10109,-0.00189,-0.30275,0.55622,0.15449,0.23443,0.44606,0.036596,-0.043078,-0.46459,-0.12969,0.34007,-0.28587,-0.22098,0.18576,-0.35422,-0.29507,-0.15743,0.024568,-0.14238,0.22333,-0.014398,-0.21783,0.13375,-0.45559,-0.36117,0.090761,-0.25382,-0.006897,-0.24508,0.20165,0.091536,-0.15285,0.44072,-0.29677,0.16582,-0.014162,0.25347,-0.32767,0.13572,-0.35596,0.047505,-0.49028,0.17717,0.00352,-0.4065,-0.24933,-0.16748,0.27596,-0.26449,0.34243,-0.02102,-0.16021,-0.36362,0.056039,0.74841,-0.12644,0.33436,-0.001556,0.73613,-0.3591,-0.37482
